Site,Business Date,Time,SOS: Order Created to Served,Qty of Sold Items,Gross Sales,Gross Sales: Walk Up - Tips Test,Gross Sales: Lane 3  - Tips Test,Gross Sales: LANE 2 - Tips Test,Gross Sales: LANE 1 - Tips Test,Gross Sales: Lane 1 - Test,Transaction Count,Guest Count,Guest Avg
"000087 - Big Spring, TX - 1",2025-12-30,06:00PM - 07:00PM,156.6,23,$145.20,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$12.10
"000087 - Big Spring, TX - 1",2025-12-30,07:00PM - 08:00PM,237.8,44,$223.00,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$11.15
"000087 - Big Spring, TX - 1",2025-12-30,08:00PM - 09:00PM,201.0,31,$149.65,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$8.80
"000087 - Big Spring, TX - 1",2025-12-30,09:00PM - 10:00PM,199.4,18,$108.65,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$13.58
"000087 - Big Spring, TX - 1",2025-12-31,05:00AM - 06:00AM,186.0,9,$59.30,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$7.41
"000087 - Big Spring, TX - 1",2025-12-31,06:00AM - 07:00AM,157.3,33,$193.95,$0.00,$0.00,$0.00,$0.00,$0.00,26,26,$7.46
"000087 - Big Spring, TX - 1",2025-12-31,07:00AM - 08:00AM,152.5,62,$365.25,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$8.49
"000087 - Big Spring, TX - 1",2025-12-31,08:00AM - 09:00AM,159.6,79,$471.60,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$9.07
"000087 - Big Spring, TX - 1",2025-12-31,09:00AM - 10:00AM,259.6,67,$395.90,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$9.90
"000087 - Big Spring, TX - 1",2025-12-31,10:00AM - 11:00AM,296.7,73,$443.15,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$9.85
"000087 - Big Spring, TX - 1",2025-12-31,11:00AM - 12:00PM,259.9,72,$411.30,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$10.82
"000087 - Big Spring, TX - 1",2025-12-31,12:00PM - 01:00PM,234.8,67,$371.60,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$10.62
"000087 - Big Spring, TX - 1",2025-12-31,01:00PM - 02:00PM,379.2,83,$488.00,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$12.84
"000087 - Big Spring, TX - 1",2025-12-31,02:00PM - 03:00PM,378.2,90,$507.35,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$11.27
"000087 - Big Spring, TX - 1",2025-12-31,03:00PM - 04:00PM,364.9,63,$365.65,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$11.43
"000087 - Big Spring, TX - 1",2025-12-31,04:00PM - 05:00PM,267.9,55,$328.90,$0.00,$0.00,$0.00,$0.00,$0.00,29,30,$10.96
"000087 - Big Spring, TX - 1",2025-12-31,05:00PM - 06:00PM,249.6,52,$316.85,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$11.32
"000087 - Big Spring, TX - 1",2025-12-31,06:00PM - 07:00PM,306.3,47,$279.05,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$11.16
"000087 - Big Spring, TX - 1",2025-12-31,07:00PM - 08:00PM,225.8,40,$219.60,$0.00,$0.00,$0.00,$0.00,$0.00,19,19,$11.56
"000087 - Big Spring, TX - 1",2025-12-31,08:00PM - 09:00PM,287.7,23,$108.40,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$10.84
"000087 - Big Spring, TX - 1",2025-12-31,09:00PM - 10:00PM,505.5,22,$118.35,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$14.79
"000087 - Big Spring, TX - 1",2026-01-01,05:00AM - 06:00AM,247.1,9,$54.60,$0.00,$0.00,$0.00,$0.00,$0.00,6,6,$9.10
"000087 - Big Spring, TX - 1",2026-01-01,06:00AM - 07:00AM,134.6,14,$81.25,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.13
"000087 - Big Spring, TX - 1",2026-01-01,07:00AM - 08:00AM,159.9,24,$127.55,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$9.11
"000087 - Big Spring, TX - 1",2026-01-01,08:00AM - 09:00AM,163.3,30,$179.85,$0.00,$0.00,$0.00,$0.00,$0.00,18,18,$9.99
"000087 - Big Spring, TX - 1",2026-01-01,09:00AM - 10:00AM,237.2,56,$341.35,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$10.34
"000087 - Big Spring, TX - 1",2026-01-01,10:00AM - 11:00AM,258.7,80,$496.80,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$10.80
"000087 - Big Spring, TX - 1",2026-01-01,11:00AM - 12:00PM,333.5,98,$561.50,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$13.37
"000087 - Big Spring, TX - 1",2026-01-01,12:00PM - 01:00PM,392.4,63,$358.10,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$10.23
"000087 - Big Spring, TX - 1",2026-01-01,01:00PM - 02:00PM,272.2,60,$361.35,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$10.63
"000087 - Big Spring, TX - 1",2026-01-01,02:00PM - 03:00PM,424.8,73,$447.65,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$12.79
"000087 - Big Spring, TX - 1",2026-01-01,03:00PM - 04:00PM,263.5,60,$350.85,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$12.99
"000087 - Big Spring, TX - 1",2026-01-01,04:00PM - 05:00PM,204.7,41,$256.25,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$12.20
"000087 - Big Spring, TX - 1",2026-01-01,05:00PM - 06:00PM,267.0,38,$210.00,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$10.50
"000087 - Big Spring, TX - 1",2026-01-01,06:00PM - 07:00PM,288.5,28,$161.30,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$10.75
"000087 - Big Spring, TX - 1",2026-01-01,07:00PM - 08:00PM,184.8,16,$90.50,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$8.23
"000087 - Big Spring, TX - 1",2026-01-01,08:00PM - 09:00PM,221.6,38,$228.30,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$14.27
"000087 - Big Spring, TX - 1",2026-01-01,09:00PM - 10:00PM,226.8,13,$80.45,$0.00,$0.00,$0.00,$0.00,$0.00,6,6,$13.41
"000087 - Big Spring, TX - 1",2026-01-02,05:00AM - 06:00AM,158.1,8,$51.25,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$7.32
"000087 - Big Spring, TX - 1",2026-01-02,06:00AM - 07:00AM,164.0,35,$231.45,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$7.98
"000087 - Big Spring, TX - 1",2026-01-02,07:00AM - 08:00AM,137.3,45,$239.00,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$7.47
"000087 - Big Spring, TX - 1",2026-01-02,08:00AM - 09:00AM,173.8,58,$332.70,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.79
"000087 - Big Spring, TX - 1",2026-01-02,09:00AM - 10:00AM,191.2,86,$487.95,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$9.96
"000087 - Big Spring, TX - 1",2026-01-02,10:00AM - 11:00AM,218.4,75,$422.05,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.29
"000087 - Big Spring, TX - 1",2026-01-02,11:00AM - 12:00PM,409.8,61,$344.45,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$10.13
"000087 - Big Spring, TX - 1",2026-01-02,12:00PM - 01:00PM,185.5,50,$296.90,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$9.58
"000087 - Big Spring, TX - 1",2026-01-02,01:00PM - 02:00PM,214.9,54,$317.30,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$10.58
"000087 - Big Spring, TX - 1",2026-01-02,02:00PM - 03:00PM,233.0,60,$343.25,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$9.81
"000087 - Big Spring, TX - 1",2026-01-02,03:00PM - 04:00PM,210.1,56,$329.20,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$10.62
"000087 - Big Spring, TX - 1",2026-01-02,04:00PM - 05:00PM,267.0,49,$289.20,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$13.15
"000087 - Big Spring, TX - 1",2026-01-02,05:00PM - 06:00PM,235.5,31,$197.35,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$8.97
"000087 - Big Spring, TX - 1",2026-01-02,06:00PM - 07:00PM,243.2,38,$233.95,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$11.70
"000087 - Big Spring, TX - 1",2026-01-02,07:00PM - 08:00PM,250.0,33,$180.60,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$11.29
"000087 - Big Spring, TX - 1",2026-01-02,08:00PM - 09:00PM,324.2,27,$153.85,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$11.83
"000087 - Big Spring, TX - 1",2026-01-02,09:00PM - 10:00PM,262.2,30,$180.90,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$11.31
"000087 - Big Spring, TX - 1",2026-01-02,10:00PM - 11:00PM,180.6,19,$92.60,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$11.58
"000087 - Big Spring, TX - 1",2026-01-03,05:00AM - 06:00AM,302.9,16,$98.45,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$10.94
"000087 - Big Spring, TX - 1",2026-01-03,06:00AM - 07:00AM,164.1,24,$144.20,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$9.01
"000087 - Big Spring, TX - 1",2026-01-03,07:00AM - 08:00AM,162.0,27,$155.55,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$11.11
"000087 - Big Spring, TX - 1",2026-01-03,08:00AM - 09:00AM,205.8,55,$322.65,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$11.13
"000087 - Big Spring, TX - 1",2026-01-03,09:00AM - 10:00AM,192.9,103,$610.25,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$11.51
"000087 - Big Spring, TX - 1",2026-01-03,10:00AM - 11:00AM,190.8,108,$612.85,$0.00,$0.00,$0.00,$0.00,$0.00,54,54,$11.35
"000087 - Big Spring, TX - 1",2026-01-03,11:00AM - 12:00PM,248.5,87,$500.05,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$11.63
"000087 - Big Spring, TX - 1",2026-01-03,12:00PM - 01:00PM,374.4,73,$453.85,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$11.07
"000087 - Big Spring, TX - 1",2026-01-03,01:00PM - 02:00PM,200.9,63,$370.90,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$10.91
"000087 - Big Spring, TX - 1",2026-01-03,02:00PM - 03:00PM,271.0,61,$348.80,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$11.25
"000087 - Big Spring, TX - 1",2026-01-03,03:00PM - 04:00PM,167.7,60,$346.60,$0.00,$0.00,$0.00,$0.00,$0.00,37,38,$9.12
"000087 - Big Spring, TX - 1",2026-01-03,04:00PM - 05:00PM,197.7,46,$259.50,$0.00,$0.00,$0.00,$0.00,$0.00,28,29,$8.95
"000087 - Big Spring, TX - 1",2026-01-03,05:00PM - 06:00PM,267.9,53,$319.90,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$10.66
"000087 - Big Spring, TX - 1",2026-01-03,06:00PM - 07:00PM,235.8,37,$216.75,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$10.32
"000087 - Big Spring, TX - 1",2026-01-03,07:00PM - 08:00PM,569.7,42,$255.55,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$12.17
"000087 - Big Spring, TX - 1",2026-01-03,08:00PM - 09:00PM,269.3,20,$114.30,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$12.70
"000087 - Big Spring, TX - 1",2026-01-03,09:00PM - 10:00PM,124.8,8,$49.45,$0.00,$0.00,$0.00,$0.00,$0.00,6,6,$8.24
"000087 - Big Spring, TX - 1",2026-01-03,10:00PM - 11:00PM,149.2,8,$45.60,$0.00,$0.00,$0.00,$0.00,$0.00,5,5,$9.12
"000087 - Big Spring, TX - 1",2026-01-04,05:00AM - 06:00AM,131.9,5,$30.95,$0.00,$0.00,$0.00,$0.00,$0.00,5,5,$6.19
"000087 - Big Spring, TX - 1",2026-01-04,06:00AM - 07:00AM,186.3,15,$94.50,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$9.45
"000087 - Big Spring, TX - 1",2026-01-04,07:00AM - 08:00AM,134.4,31,$170.20,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$8.51
"000087 - Big Spring, TX - 1",2026-01-04,08:00AM - 09:00AM,206.9,67,$370.55,$0.00,$0.00,$0.00,$0.00,$0.00,37,37,$10.01
"000087 - Big Spring, TX - 1",2026-01-04,09:00AM - 10:00AM,212.3,84,$468.25,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$10.89
"000087 - Big Spring, TX - 1",2026-01-04,10:00AM - 11:00AM,249.4,86,$500.60,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$10.01
"000087 - Big Spring, TX - 1",2026-01-04,11:00AM - 12:00PM,204.5,65,$397.75,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$11.36
"000087 - Big Spring, TX - 1",2026-01-04,12:00PM - 01:00PM,273.1,66,$400.75,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$9.77
"000087 - Big Spring, TX - 1",2026-01-04,01:00PM - 02:00PM,410.9,82,$477.25,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$11.10
"000087 - Big Spring, TX - 1",2026-01-04,02:00PM - 03:00PM,301.2,55,$315.45,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$11.68
"000087 - Big Spring, TX - 1",2026-01-04,03:00PM - 04:00PM,268.1,46,$286.40,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$11.46
"000087 - Big Spring, TX - 1",2026-01-04,04:00PM - 05:00PM,221.0,52,$295.55,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.85
"000087 - Big Spring, TX - 1",2026-01-04,05:00PM - 06:00PM,207.5,48,$288.40,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$11.54
"000087 - Big Spring, TX - 1",2026-01-04,06:00PM - 07:00PM,224.6,44,$216.75,$0.00,$0.00,$0.00,$0.00,$0.00,18,18,$12.04
"000087 - Big Spring, TX - 1",2026-01-04,07:00PM - 08:00PM,315.8,38,$214.60,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$10.73
"000087 - Big Spring, TX - 1",2026-01-04,08:00PM - 09:00PM,157.8,21,$91.60,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$8.33
"000087 - Big Spring, TX - 1",2026-01-04,09:00PM - 10:00PM,304.5,6,$31.35,$0.00,$0.00,$0.00,$0.00,$0.00,3,3,$10.45
"000087 - Big Spring, TX - 1",2026-01-05,05:00AM - 06:00AM,237.5,23,$133.75,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$7.87
"000087 - Big Spring, TX - 1",2026-01-05,06:00AM - 07:00AM,177.1,25,$160.05,$0.00,$0.00,$0.00,$0.00,$0.00,24,25,$6.40
"000087 - Big Spring, TX - 1",2026-01-05,07:00AM - 08:00AM,287.1,82,$501.95,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$8.65
"000087 - Big Spring, TX - 1",2026-01-05,08:00AM - 09:00AM,217.0,46,$264.90,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$8.28
"000087 - Big Spring, TX - 1",2026-01-05,09:00AM - 10:00AM,215.6,51,$291.75,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$8.84
"000087 - Big Spring, TX - 1",2026-01-05,10:00AM - 11:00AM,320.4,49,$304.75,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$12.19
"000087 - Big Spring, TX - 1",2026-01-05,11:00AM - 12:00PM,205.0,30,$162.10,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.54
"000087 - Big Spring, TX - 1",2026-01-05,12:00PM - 01:00PM,282.3,72,$438.80,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$10.97
"000087 - Big Spring, TX - 1",2026-01-05,01:00PM - 02:00PM,225.1,54,$314.35,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.25
"000087 - Big Spring, TX - 1",2026-01-05,02:00PM - 03:00PM,534.3,54,$319.85,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$9.69
"000087 - Big Spring, TX - 1",2026-01-05,03:00PM - 04:00PM,244.8,57,$338.10,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$10.25
"000087 - Big Spring, TX - 1",2026-01-05,04:00PM - 05:00PM,132.6,30,$167.00,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$10.44
"000087 - Big Spring, TX - 1",2026-01-05,05:00PM - 06:00PM,220.4,41,$248.15,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$9.93
"000087 - Big Spring, TX - 1",2026-01-05,06:00PM - 07:00PM,214.7,28,$162.60,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$10.16
"000087 - Big Spring, TX - 1",2026-01-05,07:00PM - 08:00PM,243.3,26,$147.60,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$10.54
"000087 - Big Spring, TX - 1",2026-01-05,08:00PM - 09:00PM,183.7,20,$110.75,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$9.23
"000087 - Big Spring, TX - 1",2026-01-05,09:00PM - 10:00PM,178.5,6,$35.55,$0.00,$0.00,$0.00,$0.00,$0.00,4,4,$8.89
"000087 - Big Spring, TX - 1",2026-01-06,05:00AM - 06:00AM,137.7,15,$86.55,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$7.21
"000087 - Big Spring, TX - 1",2026-01-06,06:00AM - 07:00AM,154.0,52,$313.20,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$8.70
"000087 - Big Spring, TX - 1",2026-01-06,07:00AM - 08:00AM,185.2,94,$563.20,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$9.55
"000087 - Big Spring, TX - 1",2026-01-06,08:00AM - 09:00AM,192.7,75,$456.15,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$9.50
"000087 - Big Spring, TX - 1",2026-01-06,09:00AM - 10:00AM,167.8,38,$228.60,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$8.47
"000087 - Big Spring, TX - 1",2026-01-06,10:00AM - 11:00AM,206.2,47,$269.70,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$9.63
"000087 - Big Spring, TX - 1",2026-01-06,11:00AM - 12:00PM,255.5,41,$242.15,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$8.65
"000087 - Big Spring, TX - 1",2026-01-06,12:00PM - 01:00PM,183.9,39,$230.45,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$9.22
"000087 - Big Spring, TX - 1",2026-01-06,01:00PM - 02:00PM,153.2,31,$182.95,$0.00,$0.00,$0.00,$0.00,$0.00,19,19,$9.63
"000087 - Big Spring, TX - 1",2026-01-06,02:00PM - 03:00PM,178.7,25,$147.25,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$9.82
"000087 - Big Spring, TX - 1",2026-01-06,03:00PM - 04:00PM,212.7,53,$297.20,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.91
"000087 - Big Spring, TX - 1",2026-01-06,04:00PM - 05:00PM,225.3,46,$281.10,$0.00,$0.00,$0.00,$0.00,$0.00,24,24,$11.71
"000087 - Big Spring, TX - 1",2026-01-06,05:00PM - 06:00PM,246.7,42,$219.75,$0.00,$0.00,$0.00,$0.00,$0.00,24,24,$9.16
"000087 - Big Spring, TX - 1",2026-01-06,06:00PM - 07:00PM,161.0,16,$91.95,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$8.36
"000087 - Big Spring, TX - 1",2026-01-06,07:00PM - 08:00PM,190.6,22,$110.35,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$10.03
"000087 - Big Spring, TX - 1",2026-01-06,08:00PM - 09:00PM,233.8,14,$84.90,$0.00,$0.00,$0.00,$0.00,$0.00,7,7,$12.13
"000087 - Big Spring, TX - 1",2026-01-06,09:00PM - 10:00PM,294.2,9,$59.85,$0.00,$0.00,$0.00,$0.00,$0.00,5,5,$11.97
"000087 - Big Spring, TX - 1",2026-01-07,05:00AM - 06:00AM,213.7,16,$83.40,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$7.58
"000087 - Big Spring, TX - 1",2026-01-07,06:00AM - 07:00AM,196.5,74,$446.55,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$9.30
"000087 - Big Spring, TX - 1",2026-01-07,07:00AM - 08:00AM,218.9,97,$570.90,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$8.65
"000087 - Big Spring, TX - 1",2026-01-07,08:00AM - 09:00AM,364.7,90,$527.80,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$8.80
"000087 - Big Spring, TX - 1",2026-01-07,09:00AM - 10:00AM,312.6,78,$454.60,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$8.74
"000087 - Big Spring, TX - 1",2026-01-07,10:00AM - 11:00AM,317.1,82,$459.50,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$10.44
"000087 - Big Spring, TX - 1",2026-01-07,11:00AM - 12:00PM,188.1,54,$320.90,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$8.44
"000087 - Big Spring, TX - 1",2026-01-07,12:00PM - 01:00PM,163.9,48,$294.15,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$8.91
"000087 - Big Spring, TX - 1",2026-01-07,01:00PM - 02:00PM,192.4,59,$343.95,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$8.60
"000087 - Big Spring, TX - 1",2026-01-07,02:00PM - 03:00PM,201.9,59,$355.25,$0.00,$0.00,$0.00,$0.00,$0.00,37,37,$9.60
"000087 - Big Spring, TX - 1",2026-01-07,03:00PM - 04:00PM,363.5,79,$447.90,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$9.53
