Site,Business Date,Time,SOS: Order Created to Served,Qty of Sold Items,Gross Sales,Gross Sales: Walk Up - Tips Test,Gross Sales: Lane 3  - Tips Test,Gross Sales: LANE 2 - Tips Test,Gross Sales: LANE 1 - Tips Test,Gross Sales: Lane 1 - Test,Transaction Count,Guest Count,Guest Avg
"000129 - Odessa, TX - 1",2026-01-10,11:00PM - 12:00AM,120.5,1,$5.60,$0.00,$0.00,$0.00,$0.00,$0.00,1,1,$5.60
"000129 - Odessa, TX - 1",2026-01-11,05:00AM - 06:00AM,129.5,10,$55.50,$0.00,$0.00,$0.00,$0.00,$0.00,7,8,$6.94
"000129 - Odessa, TX - 1",2026-01-11,06:00AM - 07:00AM,259.9,14,$76.25,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$7.63
"000129 - Odessa, TX - 1",2026-01-11,07:00AM - 08:00AM,173.3,48,$278.95,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$9.62
"000129 - Odessa, TX - 1",2026-01-11,08:00AM - 09:00AM,220.3,86,$470.45,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$10.01
"000129 - Odessa, TX - 1",2026-01-11,09:00AM - 10:00AM,222.3,98,$584.25,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$11.69
"000129 - Odessa, TX - 1",2026-01-11,10:00AM - 11:00AM,381.6,135,$798.95,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$12.11
"000129 - Odessa, TX - 1",2026-01-11,11:00AM - 12:00PM,374.3,125,$757.40,$0.00,$0.00,$0.00,$0.00,$0.00,62,62,$12.22
"000129 - Odessa, TX - 1",2026-01-11,12:00PM - 01:00PM,213.3,124,$710.30,$0.00,$0.00,$0.00,$0.00,$0.00,62,62,$11.46
"000129 - Odessa, TX - 1",2026-01-11,01:00PM - 02:00PM,215.9,125,$731.55,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$12.83
"000129 - Odessa, TX - 1",2026-01-11,02:00PM - 03:00PM,213.2,107,$655.50,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$11.11
"000129 - Odessa, TX - 1",2026-01-11,03:00PM - 04:00PM,289.2,124,$751.60,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$12.32
"000129 - Odessa, TX - 1",2026-01-11,04:00PM - 05:00PM,419.6,86,$482.00,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$10.95
"000129 - Odessa, TX - 1",2026-01-11,05:00PM - 06:00PM,415.5,99,$573.55,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$12.47
"000129 - Odessa, TX - 1",2026-01-11,06:00PM - 07:00PM,413.0,74,$407.15,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$11.98
"000129 - Odessa, TX - 1",2026-01-11,07:00PM - 08:00PM,185.5,44,$266.80,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$9.88
"000129 - Odessa, TX - 1",2026-01-11,08:00PM - 09:00PM,275.1,49,$269.60,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$12.25
"000129 - Odessa, TX - 1",2026-01-11,09:00PM - 10:00PM,269.6,29,$149.90,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$10.71
"000129 - Odessa, TX - 1",2026-01-12,05:00AM - 06:00AM,159.4,12,$76.10,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$6.92
"000129 - Odessa, TX - 1",2026-01-12,06:00AM - 07:00AM,160.4,64,$386.35,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$8.05
"000129 - Odessa, TX - 1",2026-01-12,07:00AM - 08:00AM,148.7,113,$663.90,$0.00,$0.00,$0.00,$0.00,$0.00,78,78,$8.51
"000129 - Odessa, TX - 1",2026-01-12,08:00AM - 09:00AM,207.6,116,$669.05,$0.00,$0.00,$0.00,$0.00,$0.00,78,78,$8.58
"000129 - Odessa, TX - 1",2026-01-12,09:00AM - 10:00AM,217.1,87,$521.85,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$8.70
"000129 - Odessa, TX - 1",2026-01-12,10:00AM - 11:00AM,195.1,78,$460.00,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$10.22
"000129 - Odessa, TX - 1",2026-01-12,11:00AM - 12:00PM,174.6,61,$363.95,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$8.67
"000129 - Odessa, TX - 1",2026-01-12,12:00PM - 01:00PM,186.6,77,$461.05,$0.00,$0.00,$0.00,$0.00,$0.00,52,53,$8.70
"000129 - Odessa, TX - 1",2026-01-12,01:00PM - 02:00PM,182.8,70,$427.10,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$9.09
"000129 - Odessa, TX - 1",2026-01-12,02:00PM - 03:00PM,189.1,65,$397.35,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$10.46
"000129 - Odessa, TX - 1",2026-01-12,03:00PM - 04:00PM,251.1,78,$452.95,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$9.64
"000129 - Odessa, TX - 1",2026-01-12,04:00PM - 05:00PM,399.4,84,$515.95,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$12.00
"000129 - Odessa, TX - 1",2026-01-12,05:00PM - 06:00PM,275.4,72,$421.35,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$10.53
"000129 - Odessa, TX - 1",2026-01-12,06:00PM - 07:00PM,234.8,71,$414.25,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.10
"000129 - Odessa, TX - 1",2026-01-12,07:00PM - 08:00PM,240.9,53,$297.15,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$10.61
"000129 - Odessa, TX - 1",2026-01-12,08:00PM - 09:00PM,214.7,32,$161.40,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.49
"000129 - Odessa, TX - 1",2026-01-12,09:00PM - 10:00PM,258.1,28,$152.95,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.00
"000129 - Odessa, TX - 1",2026-01-12,10:00PM - 11:00PM,315.2,4,$15.25,$0.00,$0.00,$0.00,$0.00,$0.00,1,1,$15.25
"000129 - Odessa, TX - 1",2026-01-13,05:00AM - 06:00AM,142.2,14,$85.20,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$7.10
"000129 - Odessa, TX - 1",2026-01-13,06:00AM - 07:00AM,156.8,52,$312.05,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$7.43
"000129 - Odessa, TX - 1",2026-01-13,07:00AM - 08:00AM,202.6,119,$717.85,$0.00,$0.00,$0.00,$0.00,$0.00,78,78,$9.20
"000129 - Odessa, TX - 1",2026-01-13,08:00AM - 09:00AM,253.0,134,$787.00,$0.00,$0.00,$0.00,$0.00,$0.00,94,94,$8.37
"000129 - Odessa, TX - 1",2026-01-13,09:00AM - 10:00AM,298.6,100,$586.30,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$10.29
"000129 - Odessa, TX - 1",2026-01-13,10:00AM - 11:00AM,342.5,94,$570.75,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$11.19
"000129 - Odessa, TX - 1",2026-01-13,11:00AM - 12:00PM,260.1,92,$477.95,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$10.17
"000129 - Odessa, TX - 1",2026-01-13,12:00PM - 01:00PM,278.4,84,$516.70,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$10.76
"000129 - Odessa, TX - 1",2026-01-13,01:00PM - 02:00PM,254.0,61,$370.00,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$8.81
"000129 - Odessa, TX - 1",2026-01-13,02:00PM - 03:00PM,301.2,70,$422.40,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.30
"000129 - Odessa, TX - 1",2026-01-13,03:00PM - 04:00PM,241.7,59,$356.90,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$9.91
"000129 - Odessa, TX - 1",2026-01-13,04:00PM - 05:00PM,519.3,69,$418.65,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$11.96
"000129 - Odessa, TX - 1",2026-01-13,05:00PM - 06:00PM,340.3,72,$423.10,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$10.58
"000129 - Odessa, TX - 1",2026-01-13,06:00PM - 07:00PM,254.5,48,$286.20,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.54
"000129 - Odessa, TX - 1",2026-01-13,07:00PM - 08:00PM,249.7,51,$269.40,$0.00,$0.00,$0.00,$0.00,$0.00,26,26,$10.36
"000129 - Odessa, TX - 1",2026-01-13,08:00PM - 09:00PM,225.9,35,$184.60,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$8.79
"000129 - Odessa, TX - 1",2026-01-13,09:00PM - 10:00PM,189.8,14,$86.75,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.68
"000129 - Odessa, TX - 1",2026-01-14,05:00AM - 06:00AM,140.7,17,$109.50,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$7.82
"000129 - Odessa, TX - 1",2026-01-14,06:00AM - 07:00AM,312.1,72,$427.60,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$8.73
"000129 - Odessa, TX - 1",2026-01-14,07:00AM - 08:00AM,150.4,136,$820.15,$0.00,$0.00,$0.00,$0.00,$0.00,96,96,$8.54
"000129 - Odessa, TX - 1",2026-01-14,08:00AM - 09:00AM,194.0,127,$768.20,$0.00,$0.00,$0.00,$0.00,$0.00,86,86,$8.93
"000129 - Odessa, TX - 1",2026-01-14,09:00AM - 10:00AM,187.7,96,$550.95,$0.00,$0.00,$0.00,$0.00,$0.00,57,58,$9.50
"000129 - Odessa, TX - 1",2026-01-14,10:00AM - 11:00AM,167.3,97,$479.75,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$9.60
"000129 - Odessa, TX - 1",2026-01-14,11:00AM - 12:00PM,205.5,74,$431.40,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.52
"000129 - Odessa, TX - 1",2026-01-14,12:00PM - 01:00PM,207.7,89,$547.20,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$10.32
"000129 - Odessa, TX - 1",2026-01-14,01:00PM - 02:00PM,200.8,90,$522.70,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$10.05
"000129 - Odessa, TX - 1",2026-01-14,02:00PM - 03:00PM,226.0,75,$427.75,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.43
"000129 - Odessa, TX - 1",2026-01-14,03:00PM - 04:00PM,178.4,53,$306.90,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$8.53
"000129 - Odessa, TX - 1",2026-01-14,04:00PM - 05:00PM,285.1,83,$482.50,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$9.85
"000129 - Odessa, TX - 1",2026-01-14,05:00PM - 06:00PM,334.6,79,$442.30,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$11.64
"000129 - Odessa, TX - 1",2026-01-14,06:00PM - 07:00PM,311.8,79,$478.25,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$11.39
"000129 - Odessa, TX - 1",2026-01-14,07:00PM - 08:00PM,280.2,47,$254.80,$0.00,$0.00,$0.00,$0.00,$0.00,23,23,$11.08
"000129 - Odessa, TX - 1",2026-01-14,08:00PM - 09:00PM,309.8,43,$235.35,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$11.21
"000129 - Odessa, TX - 1",2026-01-14,09:00PM - 10:00PM,277.6,39,$211.15,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$12.42
"000129 - Odessa, TX - 1",2026-01-14,10:00PM - 11:00PM,"1,093.3",4,$17.65,$0.00,$0.00,$0.00,$0.00,$0.00,1,1,$17.65
"000129 - Odessa, TX - 1",2026-01-15,05:00AM - 06:00AM,215.6,25,$147.25,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$8.66
"000129 - Odessa, TX - 1",2026-01-15,06:00AM - 07:00AM,213.5,73,$444.25,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$8.38
"000129 - Odessa, TX - 1",2026-01-15,07:00AM - 08:00AM,279.9,136,$828.45,$0.00,$0.00,$0.00,$0.00,$0.00,91,91,$9.10
"000129 - Odessa, TX - 1",2026-01-15,08:00AM - 09:00AM,267.1,145,$848.00,$0.00,$0.00,$0.00,$0.00,$0.00,94,95,$8.93
"000129 - Odessa, TX - 1",2026-01-15,09:00AM - 10:00AM,276.4,90,$536.25,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$9.09
"000129 - Odessa, TX - 1",2026-01-15,10:00AM - 11:00AM,205.5,113,$642.90,$0.00,$0.00,$0.00,$0.00,$0.00,71,71,$9.05
"000129 - Odessa, TX - 1",2026-01-15,11:00AM - 12:00PM,200.3,51,$309.20,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$8.59
"000129 - Odessa, TX - 1",2026-01-15,12:00PM - 01:00PM,298.9,85,$498.80,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$10.18
"000129 - Odessa, TX - 1",2026-01-15,01:00PM - 02:00PM,236.0,85,$499.55,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$10.19
"000129 - Odessa, TX - 1",2026-01-15,02:00PM - 03:00PM,221.2,71,$406.65,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$9.24
"000129 - Odessa, TX - 1",2026-01-15,03:00PM - 04:00PM,217.7,66,$384.95,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$9.87
"000129 - Odessa, TX - 1",2026-01-15,04:00PM - 05:00PM,232.2,75,$446.05,$0.00,$0.00,$0.00,$0.00,$0.00,45,46,$9.70
"000129 - Odessa, TX - 1",2026-01-15,05:00PM - 06:00PM,221.2,68,$395.50,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$10.14
"000129 - Odessa, TX - 1",2026-01-15,06:00PM - 07:00PM,294.0,64,$378.15,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$9.95
"000129 - Odessa, TX - 1",2026-01-15,07:00PM - 08:00PM,258.5,58,$341.10,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$11.37
"000129 - Odessa, TX - 1",2026-01-15,08:00PM - 09:00PM,228.8,36,$206.35,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$9.83
"000129 - Odessa, TX - 1",2026-01-15,09:00PM - 10:00PM,284.1,26,$152.25,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$13.84
"000129 - Odessa, TX - 1",2026-01-16,05:00AM - 06:00AM,213.5,24,$154.60,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.09
"000129 - Odessa, TX - 1",2026-01-16,06:00AM - 07:00AM,217.4,91,$544.20,$0.00,$0.00,$0.00,$0.00,$0.00,65,65,$8.37
"000129 - Odessa, TX - 1",2026-01-16,07:00AM - 08:00AM,240.5,147,$879.10,$0.00,$0.00,$0.00,$0.00,$0.00,95,95,$9.25
"000129 - Odessa, TX - 1",2026-01-16,08:00AM - 09:00AM,322.0,139,$861.85,$0.00,$0.00,$0.00,$0.00,$0.00,90,90,$9.58
"000129 - Odessa, TX - 1",2026-01-16,09:00AM - 10:00AM,216.8,101,$606.30,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$9.19
"000129 - Odessa, TX - 1",2026-01-16,10:00AM - 11:00AM,264.0,120,$673.45,$0.00,$0.00,$0.00,$0.00,$0.00,69,69,$9.76
"000129 - Odessa, TX - 1",2026-01-16,11:00AM - 12:00PM,222.4,84,$477.50,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$9.36
"000129 - Odessa, TX - 1",2026-01-16,12:00PM - 01:00PM,291.5,77,$456.95,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$8.62
"000129 - Odessa, TX - 1",2026-01-16,01:00PM - 02:00PM,308.7,88,$532.75,$0.00,$0.00,$0.00,$0.00,$0.00,50,50,$10.66
"000129 - Odessa, TX - 1",2026-01-16,02:00PM - 03:00PM,281.1,87,$474.65,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$10.55
"000129 - Odessa, TX - 1",2026-01-16,03:00PM - 04:00PM,284.1,123,$747.25,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$12.88
"000129 - Odessa, TX - 1",2026-01-16,04:00PM - 05:00PM,295.9,92,$541.45,$0.00,$0.00,$0.00,$0.00,$0.00,54,54,$10.03
"000129 - Odessa, TX - 1",2026-01-16,05:00PM - 06:00PM,213.0,75,$436.20,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$9.91
"000129 - Odessa, TX - 1",2026-01-16,06:00PM - 07:00PM,222.2,82,$467.05,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$11.39
"000129 - Odessa, TX - 1",2026-01-16,07:00PM - 08:00PM,249.8,90,$499.80,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$12.50
"000129 - Odessa, TX - 1",2026-01-16,08:00PM - 09:00PM,356.2,71,$390.55,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$11.83
"000129 - Odessa, TX - 1",2026-01-16,09:00PM - 10:00PM,156.7,47,$258.55,$0.00,$0.00,$0.00,$0.00,$0.00,24,24,$10.77
"000129 - Odessa, TX - 1",2026-01-16,10:00PM - 11:00PM,161.5,32,$170.45,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$10.65
"000129 - Odessa, TX - 1",2026-01-17,05:00AM - 06:00AM,313.0,18,$99.35,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$7.64
"000129 - Odessa, TX - 1",2026-01-17,06:00AM - 07:00AM,316.0,36,$225.85,$0.00,$0.00,$0.00,$0.00,$0.00,23,23,$9.82
"000129 - Odessa, TX - 1",2026-01-17,07:00AM - 08:00AM,199.6,73,$427.65,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.43
"000129 - Odessa, TX - 1",2026-01-17,08:00AM - 09:00AM,250.2,76,$459.90,$0.00,$0.00,$0.00,$0.00,$0.00,55,55,$8.36
"000129 - Odessa, TX - 1",2026-01-17,09:00AM - 10:00AM,484.7,135,$809.15,$0.00,$0.00,$0.00,$0.00,$0.00,70,70,$11.56
"000129 - Odessa, TX - 1",2026-01-17,10:00AM - 11:00AM,404.4,122,$691.10,$0.00,$0.00,$0.00,$0.00,$0.00,65,65,$10.63
"000129 - Odessa, TX - 1",2026-01-17,11:00AM - 12:00PM,268.5,119,$685.05,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$11.23
"000129 - Odessa, TX - 1",2026-01-17,12:00PM - 01:00PM,292.3,126,$716.35,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$10.69
"000129 - Odessa, TX - 1",2026-01-17,01:00PM - 02:00PM,244.3,112,$647.90,$0.00,$0.00,$0.00,$0.00,$0.00,59,60,$10.80
"000129 - Odessa, TX - 1",2026-01-17,02:00PM - 03:00PM,317.3,127,$762.05,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$12.92
"000129 - Odessa, TX - 1",2026-01-17,03:00PM - 04:00PM,295.2,101,$603.10,$0.00,$0.00,$0.00,$0.00,$0.00,55,55,$10.97
"000129 - Odessa, TX - 1",2026-01-17,04:00PM - 05:00PM,416.2,88,$483.20,$0.00,$0.00,$0.00,$0.00,$0.00,44,45,$10.74
"000129 - Odessa, TX - 1",2026-01-17,05:00PM - 06:00PM,189.2,70,$424.25,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$9.87
"000129 - Odessa, TX - 1",2026-01-17,06:00PM - 07:00PM,292.1,64,$363.75,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$11.37
"000129 - Odessa, TX - 1",2026-01-17,07:00PM - 08:00PM,434.2,97,$553.80,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$12.88
"000129 - Odessa, TX - 1",2026-01-17,08:00PM - 09:00PM,345.0,71,$419.55,$0.00,$0.00,$0.00,$0.00,$0.00,35,35,$11.99
"000129 - Odessa, TX - 1",2026-01-17,09:00PM - 10:00PM,202.3,38,$225.45,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$15.03
"000129 - Odessa, TX - 1",2026-01-17,10:00PM - 11:00PM,303.3,32,$168.65,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$11.24
"000129 - Odessa, TX - 1",2026-01-18,05:00AM - 06:00AM,148.4,8,$49.15,$0.00,$0.00,$0.00,$0.00,$0.00,6,6,$8.19
"000129 - Odessa, TX - 1",2026-01-18,06:00AM - 07:00AM,165.7,26,$151.50,$0.00,$0.00,$0.00,$0.00,$0.00,18,18,$8.42
"000129 - Odessa, TX - 1",2026-01-18,07:00AM - 08:00AM,191.8,50,$294.35,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$9.20
"000129 - Odessa, TX - 1",2026-01-18,08:00AM - 09:00AM,207.3,100,$585.50,$0.00,$0.00,$0.00,$0.00,$0.00,56,56,$10.46
"000129 - Odessa, TX - 1",2026-01-18,09:00AM - 10:00AM,235.5,115,$661.95,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$11.41
"000129 - Odessa, TX - 1",2026-01-18,10:00AM - 11:00AM,268.1,144,$893.00,$0.00,$0.00,$0.00,$0.00,$0.00,80,80,$11.16
"000129 - Odessa, TX - 1",2026-01-18,11:00AM - 12:00PM,234.9,124,$731.20,$0.00,$0.00,$0.00,$0.00,$0.00,63,63,$11.61
"000129 - Odessa, TX - 1",2026-01-18,12:00PM - 01:00PM,340.0,103,$626.75,$0.00,$0.00,$0.00,$0.00,$0.00,54,54,$11.61
"000129 - Odessa, TX - 1",2026-01-18,01:00PM - 02:00PM,306.6,103,$592.45,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$11.62
"000129 - Odessa, TX - 1",2026-01-18,02:00PM - 03:00PM,435.9,100,$581.45,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$12.92
"000129 - Odessa, TX - 1",2026-01-18,03:00PM - 04:00PM,292.0,120,$725.55,$0.00,$0.00,$0.00,$0.00,$0.00,55,55,$13.19
"000129 - Odessa, TX - 1",2026-01-18,04:00PM - 05:00PM,420.0,114,$650.20,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$12.27
"000129 - Odessa, TX - 1",2026-01-18,05:00PM - 06:00PM,500.8,72,$432.50,$0.00,$0.00,$0.00,$0.00,$0.00,36,36,$12.01
"000129 - Odessa, TX - 1",2026-01-18,06:00PM - 07:00PM,367.7,83,$489.10,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$10.63
"000129 - Odessa, TX - 1",2026-01-18,07:00PM - 08:00PM,356.0,80,$468.50,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$12.33
"000129 - Odessa, TX - 1",2026-01-18,08:00PM - 09:00PM,373.9,53,$299.55,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$10.70
"000129 - Odessa, TX - 1",2026-01-18,09:00PM - 10:00PM,340.6,32,$187.10,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$13.36
"000129 - Odessa, TX - 1",2026-01-19,05:00AM - 06:00AM,147.2,12,$76.70,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$7.67
"000129 - Odessa, TX - 1",2026-01-19,06:00AM - 07:00AM,152.2,40,$257.15,$0.00,$0.00,$0.00,$0.00,$0.00,32,32,$8.04
"000129 - Odessa, TX - 1",2026-01-19,07:00AM - 08:00AM,191.6,56,$346.55,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$9.12
"000129 - Odessa, TX - 1",2026-01-19,08:00AM - 09:00AM,205.6,80,$500.75,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$8.79
"000129 - Odessa, TX - 1",2026-01-19,09:00AM - 10:00AM,231.4,85,$502.75,$0.00,$0.00,$0.00,$0.00,$0.00,55,55,$9.14
"000129 - Odessa, TX - 1",2026-01-19,10:00AM - 11:00AM,284.3,115,$654.15,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$10.90
"000129 - Odessa, TX - 1",2026-01-19,11:00AM - 12:00PM,262.1,80,$439.05,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$8.96
"000129 - Odessa, TX - 1",2026-01-19,12:00PM - 01:00PM,238.7,106,$612.45,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$12.01
"000129 - Odessa, TX - 1",2026-01-19,01:00PM - 02:00PM,244.7,82,$500.65,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$10.43
"000129 - Odessa, TX - 1",2026-01-19,02:00PM - 03:00PM,206.3,86,$477.50,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$11.10
"000129 - Odessa, TX - 1",2026-01-19,03:00PM - 04:00PM,201.3,78,$441.25,$0.00,$0.00,$0.00,$0.00,$0.00,44,44,$10.03
"000129 - Odessa, TX - 1",2026-01-19,04:00PM - 05:00PM,222.7,78,$465.10,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$10.82
"000129 - Odessa, TX - 1",2026-01-19,05:00PM - 06:00PM,346.2,71,$409.55,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$12.05
"000129 - Odessa, TX - 1",2026-01-19,06:00PM - 07:00PM,176.8,57,$313.25,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$11.19
"000129 - Odessa, TX - 1",2026-01-19,07:00PM - 08:00PM,210.5,43,$221.60,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$10.55
"000129 - Odessa, TX - 1",2026-01-19,08:00PM - 09:00PM,224.8,48,$269.70,$0.00,$0.00,$0.00,$0.00,$0.00,25,31,$8.70
"000129 - Odessa, TX - 1",2026-01-19,09:00PM - 10:00PM,209.8,30,$178.80,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$12.77
"000129 - Odessa, TX - 1",2026-01-20,05:00AM - 06:00AM,201.4,24,$140.90,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$10.84
"000129 - Odessa, TX - 1",2026-01-20,06:00AM - 07:00AM,283.7,60,$356.55,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$8.70
"000129 - Odessa, TX - 1",2026-01-20,07:00AM - 08:00AM,424.9,101,$578.00,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$8.63
"000129 - Odessa, TX - 1",2026-01-20,08:00AM - 09:00AM,208.1,124,$734.25,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$9.06
"000129 - Odessa, TX - 1",2026-01-20,09:00AM - 10:00AM,318.3,83,$482.75,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$7.91
"000129 - Odessa, TX - 1",2026-01-20,10:00AM - 11:00AM,261.6,79,$488.35,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$9.39
"000129 - Odessa, TX - 1",2026-01-20,11:00AM - 12:00PM,221.7,81,$496.40,$0.00,$0.00,$0.00,$0.00,$0.00,56,56,$8.86
"000129 - Odessa, TX - 1",2026-01-20,12:00PM - 01:00PM,170.6,78,$444.80,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$9.67
"000129 - Odessa, TX - 1",2026-01-20,01:00PM - 02:00PM,165.1,53,$326.00,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$8.36
"000129 - Odessa, TX - 1",2026-01-20,02:00PM - 03:00PM,202.3,76,$460.10,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$9.79
"000129 - Odessa, TX - 1",2026-01-20,03:00PM - 04:00PM,245.7,81,$481.05,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$9.43
"000129 - Odessa, TX - 1",2026-01-20,04:00PM - 05:00PM,331.5,68,$420.55,$0.00,$0.00,$0.00,$0.00,$0.00,41,41,$10.26
