Site,Business Date,Time,SOS: Order Created to Served,Qty of Sold Items,Gross Sales,Gross Sales: Walk Up - Tips Test,Gross Sales: Lane 3  - Tips Test,Gross Sales: LANE 2 - Tips Test,Gross Sales: LANE 1 - Tips Test,Gross Sales: Lane 1 - Test,Transaction Count,Guest Count,Guest Avg
"000343 - Bellmead, TX - 1",2026-01-30,05:00PM - 06:00PM,228.2,87,$490.50,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$9.25
"000343 - Bellmead, TX - 1",2026-01-30,06:00PM - 07:00PM,196.8,51,$283.00,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$8.32
"000343 - Bellmead, TX - 1",2026-01-30,07:00PM - 08:00PM,213.4,48,$241.50,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$9.66
"000343 - Bellmead, TX - 1",2026-01-30,08:00PM - 09:00PM,328.1,46,$240.25,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$9.61
"000343 - Bellmead, TX - 1",2026-01-30,09:00PM - 10:00PM,405.2,40,$226.75,$0.00,$0.00,$0.00,$0.00,$0.00,23,23,$9.86
"000343 - Bellmead, TX - 1",2026-01-30,10:00PM - 11:00PM,212.9,25,$137.00,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$9.13
"000343 - Bellmead, TX - 1",2026-01-31,05:00AM - 06:00AM,164.8,8,$46.00,$0.00,$0.00,$0.00,$0.00,$0.00,6,6,$7.67
"000343 - Bellmead, TX - 1",2026-01-31,06:00AM - 07:00AM,169.4,47,$271.50,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$8.76
"000343 - Bellmead, TX - 1",2026-01-31,07:00AM - 08:00AM,182.7,91,$495.75,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$8.70
"000343 - Bellmead, TX - 1",2026-01-31,08:00AM - 09:00AM,184.8,132,$744.25,$0.00,$0.00,$0.00,$0.00,$0.00,84,84,$8.86
"000343 - Bellmead, TX - 1",2026-01-31,09:00AM - 10:00AM,264.4,173,$966.75,$0.00,$0.00,$0.00,$0.00,$0.00,98,98,$9.86
"000343 - Bellmead, TX - 1",2026-01-31,10:00AM - 11:00AM,254.7,183,"$1,011.25",$0.00,$0.00,$0.00,$0.00,$0.00,108,108,$9.36
"000343 - Bellmead, TX - 1",2026-01-31,11:00AM - 12:00PM,282.4,180,"$1,025.75",$0.00,$0.00,$0.00,$0.00,$0.00,100,100,$10.26
"000343 - Bellmead, TX - 1",2026-01-31,12:00PM - 01:00PM,371.8,189,"$1,058.25",$0.00,$0.00,$0.00,$0.00,$0.00,104,104,$10.18
"000343 - Bellmead, TX - 1",2026-01-31,01:00PM - 02:00PM,241.3,158,$911.00,$0.00,$0.00,$0.00,$0.00,$0.00,92,92,$9.90
"000343 - Bellmead, TX - 1",2026-01-31,02:00PM - 03:00PM,263.2,152,$826.25,$0.00,$0.00,$0.00,$0.00,$0.00,91,91,$9.08
"000343 - Bellmead, TX - 1",2026-01-31,03:00PM - 04:00PM,247.6,142,$737.50,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$9.10
"000343 - Bellmead, TX - 1",2026-01-31,04:00PM - 05:00PM,456.2,126,$711.50,$0.00,$0.00,$0.00,$0.00,$0.00,69,69,$10.31
"000343 - Bellmead, TX - 1",2026-01-31,05:00PM - 06:00PM,428.0,86,$453.75,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$8.56
"000343 - Bellmead, TX - 1",2026-01-31,06:00PM - 07:00PM,295.7,69,$366.50,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$9.64
"000343 - Bellmead, TX - 1",2026-01-31,07:00PM - 08:00PM,501.7,48,$273.75,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$10.14
"000343 - Bellmead, TX - 1",2026-01-31,08:00PM - 09:00PM,249.1,40,$185.00,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$7.40
"000343 - Bellmead, TX - 1",2026-01-31,09:00PM - 10:00PM,291.7,35,$197.50,$0.00,$0.00,$0.00,$0.00,$0.00,22,22,$8.98
"000343 - Bellmead, TX - 1",2026-01-31,10:00PM - 11:00PM,317.1,7,$36.00,$0.00,$0.00,$0.00,$0.00,$0.00,4,4,$9.00
"000343 - Bellmead, TX - 1",2026-02-01,05:00AM - 06:00AM,145.8,6,$36.50,$0.00,$0.00,$0.00,$0.00,$0.00,4,4,$9.13
"000343 - Bellmead, TX - 1",2026-02-01,06:00AM - 07:00AM,202.1,29,$175.00,$0.00,$0.00,$0.00,$0.00,$0.00,19,19,$9.21
"000343 - Bellmead, TX - 1",2026-02-01,07:00AM - 08:00AM,231.2,35,$199.00,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$7.96
"000343 - Bellmead, TX - 1",2026-02-01,08:00AM - 09:00AM,316.3,86,$455.75,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$9.91
"000343 - Bellmead, TX - 1",2026-02-01,09:00AM - 10:00AM,389.8,152,$827.75,$0.00,$0.00,$0.00,$0.00,$0.00,89,89,$9.30
"000343 - Bellmead, TX - 1",2026-02-01,10:00AM - 11:00AM,421.8,170,$933.50,$0.00,$0.00,$0.00,$0.00,$0.00,99,99,$9.43
"000343 - Bellmead, TX - 1",2026-02-01,11:00AM - 12:00PM,374.9,159,$897.75,$0.00,$0.00,$0.00,$0.00,$0.00,93,93,$9.65
"000343 - Bellmead, TX - 1",2026-02-01,12:00PM - 01:00PM,751.7,145,$819.50,$0.00,$0.00,$0.00,$0.00,$0.00,80,80,$10.24
"000343 - Bellmead, TX - 1",2026-02-01,01:00PM - 02:00PM,537.8,154,$830.25,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$10.25
"000343 - Bellmead, TX - 1",2026-02-01,02:00PM - 03:00PM,623.0,157,$829.00,$0.00,$0.00,$0.00,$0.00,$0.00,80,80,$10.36
"000343 - Bellmead, TX - 1",2026-02-01,03:00PM - 04:00PM,754.0,118,$654.25,$0.00,$0.00,$0.00,$0.00,$0.00,62,62,$10.55
"000343 - Bellmead, TX - 1",2026-02-01,04:00PM - 05:00PM,545.1,96,$528.50,$0.00,$0.00,$0.00,$0.00,$0.00,56,56,$9.44
"000343 - Bellmead, TX - 1",2026-02-01,05:00PM - 06:00PM,454.1,98,$512.25,$0.00,$0.00,$0.00,$0.00,$0.00,53,53,$9.67
"000343 - Bellmead, TX - 1",2026-02-01,06:00PM - 07:00PM,222.7,66,$334.50,$0.00,$0.00,$0.00,$0.00,$0.00,39,39,$8.58
"000343 - Bellmead, TX - 1",2026-02-01,07:00PM - 08:00PM,174.8,42,$223.75,$0.00,$0.00,$0.00,$0.00,$0.00,28,28,$7.99
"000343 - Bellmead, TX - 1",2026-02-01,08:00PM - 09:00PM,164.0,21,$117.00,$0.00,$0.00,$0.00,$0.00,$0.00,14,14,$8.36
"000343 - Bellmead, TX - 1",2026-02-01,09:00PM - 10:00PM,149.6,23,$128.00,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$7.53
"000343 - Bellmead, TX - 1",2026-02-02,05:00AM - 06:00AM,252.5,14,$88.25,$0.00,$0.00,$0.00,$0.00,$0.00,12,12,$7.35
"000343 - Bellmead, TX - 1",2026-02-02,06:00AM - 07:00AM,285.5,67,$360.00,$0.00,$0.00,$0.00,$0.00,$0.00,46,46,$7.83
"000343 - Bellmead, TX - 1",2026-02-02,07:00AM - 08:00AM,363.4,119,$689.00,$0.00,$0.00,$0.00,$0.00,$0.00,91,92,$7.49
"000343 - Bellmead, TX - 1",2026-02-02,08:00AM - 09:00AM,339.7,123,$685.25,$0.00,$0.00,$0.00,$0.00,$0.00,73,73,$9.39
"000343 - Bellmead, TX - 1",2026-02-02,09:00AM - 10:00AM,423.2,84,$490.75,$0.00,$0.00,$0.00,$0.00,$0.00,58,58,$8.46
"000343 - Bellmead, TX - 1",2026-02-02,10:00AM - 11:00AM,172.5,59,$326.25,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$7.25
"000343 - Bellmead, TX - 1",2026-02-02,11:00AM - 12:00PM,213.0,76,$416.75,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$9.26
"000343 - Bellmead, TX - 1",2026-02-02,12:00PM - 01:00PM,211.5,94,$495.25,$0.00,$0.00,$0.00,$0.00,$0.00,55,55,$9.00
"000343 - Bellmead, TX - 1",2026-02-02,01:00PM - 02:00PM,251.3,80,$443.50,$0.00,$0.00,$0.00,$0.00,$0.00,48,48,$9.24
"000343 - Bellmead, TX - 1",2026-02-02,02:00PM - 03:00PM,161.0,76,$374.75,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$7.97
"000343 - Bellmead, TX - 1",2026-02-02,03:00PM - 04:00PM,186.7,75,$403.25,$0.00,$0.00,$0.00,$0.00,$0.00,54,54,$7.47
"000343 - Bellmead, TX - 1",2026-02-02,04:00PM - 05:00PM,200.4,75,$404.00,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$7.92
"000343 - Bellmead, TX - 1",2026-02-02,05:00PM - 06:00PM,170.3,45,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$8.06
"000343 - Bellmead, TX - 1",2026-02-02,06:00PM - 07:00PM,207.8,58,$321.25,$0.00,$0.00,$0.00,$0.00,$0.00,31,31,$10.36
"000343 - Bellmead, TX - 1",2026-02-02,07:00PM - 08:00PM,181.0,28,$141.75,$0.00,$0.00,$0.00,$0.00,$0.00,16,16,$8.86
"000343 - Bellmead, TX - 1",2026-02-02,08:00PM - 09:00PM,253.8,44,$230.00,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$10.95
"000343 - Bellmead, TX - 1",2026-02-02,09:00PM - 10:00PM,205.6,21,$115.25,$0.00,$0.00,$0.00,$0.00,$0.00,15,15,$7.68
"000343 - Bellmead, TX - 1",2026-02-03,05:00AM - 06:00AM,220.6,25,$135.80,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$6.47
"000343 - Bellmead, TX - 1",2026-02-03,06:00AM - 07:00AM,311.0,84,$493.10,$0.00,$0.00,$0.00,$0.00,$0.00,68,68,$7.25
"000343 - Bellmead, TX - 1",2026-02-03,07:00AM - 08:00AM,540.9,130,$702.55,$0.00,$0.00,$0.00,$0.00,$0.00,86,86,$8.17
"000343 - Bellmead, TX - 1",2026-02-03,08:00AM - 09:00AM,376.6,120,$686.50,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$8.48
"000343 - Bellmead, TX - 1",2026-02-03,09:00AM - 10:00AM,297.1,106,$613.05,$0.00,$0.00,$0.00,$0.00,$0.00,82,82,$7.48
"000343 - Bellmead, TX - 1",2026-02-03,10:00AM - 11:00AM,298.5,96,$530.75,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$8.70
"000343 - Bellmead, TX - 1",2026-02-03,11:00AM - 12:00PM,286.6,84,$452.00,$0.00,$0.00,$0.00,$0.00,$0.00,56,56,$8.07
"000343 - Bellmead, TX - 1",2026-02-03,12:00PM - 01:00PM,223.0,69,$380.25,$0.00,$0.00,$0.00,$0.00,$0.00,48,49,$7.76
"000343 - Bellmead, TX - 1",2026-02-03,01:00PM - 02:00PM,276.6,65,$343.35,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$7.31
"000343 - Bellmead, TX - 1",2026-02-03,02:00PM - 03:00PM,375.6,95,$480.30,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$7.87
"000343 - Bellmead, TX - 1",2026-02-03,03:00PM - 04:00PM,364.5,75,$415.45,$0.00,$0.00,$0.00,$0.00,$0.00,54,55,$7.55
"000343 - Bellmead, TX - 1",2026-02-03,04:00PM - 05:00PM,303.8,98,$538.85,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$9.45
"000343 - Bellmead, TX - 1",2026-02-03,05:00PM - 06:00PM,173.4,64,$348.05,$0.00,$0.00,$0.00,$0.00,$0.00,43,43,$8.09
"000343 - Bellmead, TX - 1",2026-02-03,06:00PM - 07:00PM,201.9,58,$319.50,$0.00,$0.00,$0.00,$0.00,$0.00,34,34,$9.40
"000343 - Bellmead, TX - 1",2026-02-03,07:00PM - 08:00PM,279.8,27,$143.55,$0.00,$0.00,$0.00,$0.00,$0.00,19,19,$7.56
"000343 - Bellmead, TX - 1",2026-02-03,08:00PM - 09:00PM,234.9,45,$218.05,$0.00,$0.00,$0.00,$0.00,$0.00,23,23,$9.48
"000343 - Bellmead, TX - 1",2026-02-03,09:00PM - 10:00PM,204.8,25,$133.25,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$10.25
"000343 - Bellmead, TX - 1",2026-02-04,05:00AM - 06:00AM,159.4,15,$88.20,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$6.78
"000343 - Bellmead, TX - 1",2026-02-04,06:00AM - 07:00AM,193.6,59,$332.65,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$7.39
"000343 - Bellmead, TX - 1",2026-02-04,07:00AM - 08:00AM,230.6,155,$862.60,$0.00,$0.00,$0.00,$0.00,$0.00,110,110,$7.84
"000343 - Bellmead, TX - 1",2026-02-04,08:00AM - 09:00AM,216.1,106,$609.55,$0.00,$0.00,$0.00,$0.00,$0.00,77,77,$7.92
"000343 - Bellmead, TX - 1",2026-02-04,09:00AM - 10:00AM,237.5,108,$584.30,$0.00,$0.00,$0.00,$0.00,$0.00,71,71,$8.23
"000343 - Bellmead, TX - 1",2026-02-04,10:00AM - 11:00AM,218.1,91,$505.05,$0.00,$0.00,$0.00,$0.00,$0.00,64,64,$7.89
"000343 - Bellmead, TX - 1",2026-02-04,11:00AM - 12:00PM,219.5,68,$388.15,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$8.26
"000343 - Bellmead, TX - 1",2026-02-04,12:00PM - 01:00PM,353.4,109,$580.45,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$8.79
"000343 - Bellmead, TX - 1",2026-02-04,01:00PM - 02:00PM,246.7,70,$418.80,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$8.55
"000343 - Bellmead, TX - 1",2026-02-04,02:00PM - 03:00PM,273.9,77,$433.20,$0.00,$0.00,$0.00,$0.00,$0.00,51,51,$8.49
"000343 - Bellmead, TX - 1",2026-02-04,03:00PM - 04:00PM,188.2,63,$363.60,$0.00,$0.00,$0.00,$0.00,$0.00,45,46,$7.90
"000343 - Bellmead, TX - 1",2026-02-04,04:00PM - 05:00PM,282.7,89,$504.85,$0.00,$0.00,$0.00,$0.00,$0.00,57,57,$8.86
"000343 - Bellmead, TX - 1",2026-02-04,05:00PM - 06:00PM,237.2,69,$373.30,$0.00,$0.00,$0.00,$0.00,$0.00,45,45,$8.30
"000343 - Bellmead, TX - 1",2026-02-04,06:00PM - 07:00PM,213.2,63,$359.15,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$8.98
"000343 - Bellmead, TX - 1",2026-02-04,07:00PM - 08:00PM,265.9,39,$177.15,$0.00,$0.00,$0.00,$0.00,$0.00,20,20,$8.86
"000343 - Bellmead, TX - 1",2026-02-04,08:00PM - 09:00PM,176.4,29,$161.55,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$7.69
"000343 - Bellmead, TX - 1",2026-02-04,09:00PM - 10:00PM,306.2,15,$88.50,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.85
"000343 - Bellmead, TX - 1",2026-02-05,05:00AM - 06:00AM,356.8,16,$89.60,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$6.89
"000343 - Bellmead, TX - 1",2026-02-05,06:00AM - 07:00AM,345.5,83,$490.25,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$8.31
"000343 - Bellmead, TX - 1",2026-02-05,07:00AM - 08:00AM,285.4,164,$922.60,$0.00,$0.00,$0.00,$0.00,$0.00,116,116,$7.95
"000343 - Bellmead, TX - 1",2026-02-05,08:00AM - 09:00AM,268.5,112,$654.15,$0.00,$0.00,$0.00,$0.00,$0.00,84,84,$7.79
"000343 - Bellmead, TX - 1",2026-02-05,09:00AM - 10:00AM,418.6,99,$539.00,$0.00,$0.00,$0.00,$0.00,$0.00,70,70,$7.70
"000343 - Bellmead, TX - 1",2026-02-05,10:00AM - 11:00AM,516.8,107,$615.80,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$9.19
"000343 - Bellmead, TX - 1",2026-02-05,11:00AM - 12:00PM,325.8,68,$372.80,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$8.88
"000343 - Bellmead, TX - 1",2026-02-05,12:00PM - 01:00PM,215.4,89,$499.55,$0.00,$0.00,$0.00,$0.00,$0.00,59,59,$8.47
"000343 - Bellmead, TX - 1",2026-02-05,01:00PM - 02:00PM,195.8,77,$442.50,$0.00,$0.00,$0.00,$0.00,$0.00,54,55,$8.05
"000343 - Bellmead, TX - 1",2026-02-05,02:00PM - 03:00PM,288.4,92,$534.25,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$7.97
"000343 - Bellmead, TX - 1",2026-02-05,03:00PM - 04:00PM,395.0,97,$537.10,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$8.80
"000343 - Bellmead, TX - 1",2026-02-05,04:00PM - 05:00PM,374.7,62,$346.55,$0.00,$0.00,$0.00,$0.00,$0.00,38,38,$9.12
"000343 - Bellmead, TX - 1",2026-02-05,05:00PM - 06:00PM,263.4,71,$387.05,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$8.24
"000343 - Bellmead, TX - 1",2026-02-05,06:00PM - 07:00PM,223.6,43,$251.15,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$10.05
"000343 - Bellmead, TX - 1",2026-02-05,07:00PM - 08:00PM,287.6,37,$187.70,$0.00,$0.00,$0.00,$0.00,$0.00,23,23,$8.16
"000343 - Bellmead, TX - 1",2026-02-05,08:00PM - 09:00PM,289.8,54,$274.35,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$9.15
"000343 - Bellmead, TX - 1",2026-02-05,09:00PM - 10:00PM,200.2,12,$64.85,$0.00,$0.00,$0.00,$0.00,$0.00,8,8,$8.11
"000343 - Bellmead, TX - 1",2026-02-06,05:00AM - 06:00AM,222.0,21,$120.70,$0.00,$0.00,$0.00,$0.00,$0.00,13,13,$9.28
"000343 - Bellmead, TX - 1",2026-02-06,06:00AM - 07:00AM,308.9,87,$497.40,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$8.15
"000343 - Bellmead, TX - 1",2026-02-06,07:00AM - 08:00AM,506.5,169,$966.60,$0.00,$0.00,$0.00,$0.00,$0.00,104,104,$9.29
"000343 - Bellmead, TX - 1",2026-02-06,08:00AM - 09:00AM,347.2,133,$763.95,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$9.43
"000343 - Bellmead, TX - 1",2026-02-06,09:00AM - 10:00AM,485.6,131,$727.90,$0.00,$0.00,$0.00,$0.00,$0.00,83,83,$8.77
"000343 - Bellmead, TX - 1",2026-02-06,10:00AM - 11:00AM,540.0,109,$620.90,$0.00,$0.00,$0.00,$0.00,$0.00,74,74,$8.39
"000343 - Bellmead, TX - 1",2026-02-06,11:00AM - 12:00PM,418.5,103,$593.55,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$8.86
"000343 - Bellmead, TX - 1",2026-02-06,12:00PM - 01:00PM,277.0,96,$559.20,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$8.47
"000343 - Bellmead, TX - 1",2026-02-06,01:00PM - 02:00PM,225.6,98,$540.25,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$8.19
"000343 - Bellmead, TX - 1",2026-02-06,02:00PM - 03:00PM,235.6,87,$461.80,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$7.57
"000343 - Bellmead, TX - 1",2026-02-06,03:00PM - 04:00PM,281.9,111,$598.80,$0.00,$0.00,$0.00,$0.00,$0.00,66,66,$9.07
"000343 - Bellmead, TX - 1",2026-02-06,04:00PM - 05:00PM,407.8,113,$627.45,$0.00,$0.00,$0.00,$0.00,$0.00,60,60,$10.46
"000343 - Bellmead, TX - 1",2026-02-06,05:00PM - 06:00PM,390.0,92,$471.10,$0.00,$0.00,$0.00,$0.00,$0.00,47,47,$10.02
"000343 - Bellmead, TX - 1",2026-02-06,06:00PM - 07:00PM,193.8,69,$358.15,$0.00,$0.00,$0.00,$0.00,$0.00,40,40,$8.95
"000343 - Bellmead, TX - 1",2026-02-06,07:00PM - 08:00PM,233.1,38,$217.40,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$8.05
"000343 - Bellmead, TX - 1",2026-02-06,08:00PM - 09:00PM,180.5,52,$241.15,$0.00,$0.00,$0.00,$0.00,$0.00,33,33,$7.31
"000343 - Bellmead, TX - 1",2026-02-06,09:00PM - 10:00PM,369.4,40,$224.05,$0.00,$0.00,$0.00,$0.00,$0.00,21,21,$10.67
"000343 - Bellmead, TX - 1",2026-02-06,10:00PM - 11:00PM,214.5,9,$57.80,$0.00,$0.00,$0.00,$0.00,$0.00,5,5,$11.56
"000343 - Bellmead, TX - 1",2026-02-07,05:00AM - 06:00AM,125.6,14,$84.10,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.41
"000343 - Bellmead, TX - 1",2026-02-07,06:00AM - 07:00AM,234.6,79,$456.10,$0.00,$0.00,$0.00,$0.00,$0.00,42,42,$10.86
"000343 - Bellmead, TX - 1",2026-02-07,07:00AM - 08:00AM,292.7,177,$982.90,$0.00,$0.00,$0.00,$0.00,$0.00,92,92,$10.68
"000343 - Bellmead, TX - 1",2026-02-07,08:00AM - 09:00AM,307.4,197,"$1,143.85",$0.00,$0.00,$0.00,$0.00,$0.00,105,105,$10.89
"000343 - Bellmead, TX - 1",2026-02-07,09:00AM - 10:00AM,408.1,238,"$1,322.80",$0.00,$0.00,$0.00,$0.00,$0.00,118,118,$11.21
"000343 - Bellmead, TX - 1",2026-02-07,10:00AM - 11:00AM,530.5,268,"$1,523.85",$0.00,$0.00,$0.00,$0.00,$0.00,141,141,$10.81
"000343 - Bellmead, TX - 1",2026-02-07,11:00AM - 12:00PM,439.5,235,"$1,342.35",$0.00,$0.00,$0.00,$0.00,$0.00,121,121,$11.09
"000343 - Bellmead, TX - 1",2026-02-07,12:00PM - 01:00PM,387.1,223,"$1,230.30",$0.00,$0.00,$0.00,$0.00,$0.00,117,117,$10.52
"000343 - Bellmead, TX - 1",2026-02-07,01:00PM - 02:00PM,315.7,192,"$1,056.15",$0.00,$0.00,$0.00,$0.00,$0.00,107,107,$9.87
"000343 - Bellmead, TX - 1",2026-02-07,02:00PM - 03:00PM,293.1,197,"$1,051.10",$0.00,$0.00,$0.00,$0.00,$0.00,99,99,$10.62
"000343 - Bellmead, TX - 1",2026-02-07,03:00PM - 04:00PM,215.4,149,$792.40,$0.00,$0.00,$0.00,$0.00,$0.00,77,77,$10.29
"000343 - Bellmead, TX - 1",2026-02-07,04:00PM - 05:00PM,318.1,141,$767.45,$0.00,$0.00,$0.00,$0.00,$0.00,75,75,$10.23
"000343 - Bellmead, TX - 1",2026-02-07,05:00PM - 06:00PM,725.7,134,$720.75,$0.00,$0.00,$0.00,$0.00,$0.00,61,61,$11.82
"000343 - Bellmead, TX - 1",2026-02-07,06:00PM - 07:00PM,588.7,106,$574.95,$0.00,$0.00,$0.00,$0.00,$0.00,56,56,$10.27
"000343 - Bellmead, TX - 1",2026-02-07,07:00PM - 08:00PM,314.9,51,$250.00,$0.00,$0.00,$0.00,$0.00,$0.00,29,30,$8.33
"000343 - Bellmead, TX - 1",2026-02-07,08:00PM - 09:00PM,407.1,48,$262.05,$0.00,$0.00,$0.00,$0.00,$0.00,27,27,$9.71
"000343 - Bellmead, TX - 1",2026-02-07,09:00PM - 10:00PM,290.1,39,$223.00,$0.00,$0.00,$0.00,$0.00,$0.00,25,25,$8.92
"000343 - Bellmead, TX - 1",2026-02-07,10:00PM - 11:00PM,394.3,20,$115.50,$0.00,$0.00,$0.00,$0.00,$0.00,9,9,$12.83
"000343 - Bellmead, TX - 1",2026-02-08,05:00AM - 06:00AM,201.1,16,$87.20,$0.00,$0.00,$0.00,$0.00,$0.00,10,10,$8.72
"000343 - Bellmead, TX - 1",2026-02-08,06:00AM - 07:00AM,168.6,26,$155.70,$0.00,$0.00,$0.00,$0.00,$0.00,18,18,$8.65
"000343 - Bellmead, TX - 1",2026-02-08,07:00AM - 08:00AM,270.5,46,$262.80,$0.00,$0.00,$0.00,$0.00,$0.00,30,30,$8.76
"000343 - Bellmead, TX - 1",2026-02-08,08:00AM - 09:00AM,683.7,107,$594.75,$0.00,$0.00,$0.00,$0.00,$0.00,67,67,$8.88
"000343 - Bellmead, TX - 1",2026-02-08,09:00AM - 10:00AM,553.6,157,$853.35,$0.00,$0.00,$0.00,$0.00,$0.00,87,87,$9.81
"000343 - Bellmead, TX - 1",2026-02-08,10:00AM - 11:00AM,908.3,185,"$1,007.95",$0.00,$0.00,$0.00,$0.00,$0.00,100,100,$10.08
"000343 - Bellmead, TX - 1",2026-02-08,11:00AM - 12:00PM,354.5,172,$939.30,$0.00,$0.00,$0.00,$0.00,$0.00,97,97,$9.68
"000343 - Bellmead, TX - 1",2026-02-08,12:00PM - 01:00PM,227.6,168,$952.25,$0.00,$0.00,$0.00,$0.00,$0.00,96,96,$9.92
"000343 - Bellmead, TX - 1",2026-02-08,01:00PM - 02:00PM,205.4,150,$812.85,$0.00,$0.00,$0.00,$0.00,$0.00,81,81,$10.04
"000343 - Bellmead, TX - 1",2026-02-08,02:00PM - 03:00PM,303.4,128,$719.20,$0.00,$0.00,$0.00,$0.00,$0.00,75,75,$9.59
"000343 - Bellmead, TX - 1",2026-02-08,03:00PM - 04:00PM,418.1,127,$705.20,$0.00,$0.00,$0.00,$0.00,$0.00,69,69,$10.22
"000343 - Bellmead, TX - 1",2026-02-08,04:00PM - 05:00PM,353.6,102,$511.85,$0.00,$0.00,$0.00,$0.00,$0.00,64,64,$8.00
"000343 - Bellmead, TX - 1",2026-02-08,05:00PM - 06:00PM,353.6,87,$461.45,$0.00,$0.00,$0.00,$0.00,$0.00,47,48,$9.61
"000343 - Bellmead, TX - 1",2026-02-08,06:00PM - 07:00PM,250.0,45,$230.35,$0.00,$0.00,$0.00,$0.00,$0.00,26,26,$8.86
"000343 - Bellmead, TX - 1",2026-02-08,07:00PM - 08:00PM,244.3,47,$241.40,$0.00,$0.00,$0.00,$0.00,$0.00,29,29,$8.32
"000343 - Bellmead, TX - 1",2026-02-08,08:00PM - 09:00PM,310.8,32,$172.65,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$10.16
"000343 - Bellmead, TX - 1",2026-02-08,09:00PM - 10:00PM,296.7,29,$163.20,$0.00,$0.00,$0.00,$0.00,$0.00,17,17,$9.60
"000343 - Bellmead, TX - 1",2026-02-09,05:00AM - 06:00AM,192.9,12,$69.70,$0.00,$0.00,$0.00,$0.00,$0.00,11,11,$6.34
"000343 - Bellmead, TX - 1",2026-02-09,06:00AM - 07:00AM,348.9,70,$387.35,$0.00,$0.00,$0.00,$0.00,$0.00,49,49,$7.91
"000343 - Bellmead, TX - 1",2026-02-09,07:00AM - 08:00AM,324.5,159,$873.65,$0.00,$0.00,$0.00,$0.00,$0.00,115,115,$7.60
"000343 - Bellmead, TX - 1",2026-02-09,08:00AM - 09:00AM,178.7,92,$545.55,$0.00,$0.00,$0.00,$0.00,$0.00,72,72,$7.58
"000343 - Bellmead, TX - 1",2026-02-09,09:00AM - 10:00AM,424.6,109,$601.00,$0.00,$0.00,$0.00,$0.00,$0.00,80,80,$7.51
"000343 - Bellmead, TX - 1",2026-02-09,10:00AM - 11:00AM,336.7,85,$460.90,$0.00,$0.00,$0.00,$0.00,$0.00,52,52,$8.86
